pl_name,pl_rade,pl_bmasse,pl_orbper,pl_eqt,st_teff,st_mass,st_rad,st_met,pl_eqt_normalized,st_met_normalized,surface_gravity,surface_gravity_normalized,habitability_score,terraforming_score
HD 13808 c,3.13,9.96,53.753,912.5307146386988,5035.0,0.77,0.78,-0.21,356.2653573193494,71.6,1.0166481233859692,51.664812338596924,121,163
GJ 676 A b,12.8,1840.86213,1051.44521,912.5307146386988,3734.0,0.63,0.69,0.23,356.2653573193494,89.2,11.235730773925779,1073.573077392578,331,430
GJ 676 A c,12.3,4288.14087,13921.42302,912.5307146386988,4006.03,0.63,0.65,0.23,356.2653573193494,89.2,28.343848701169936,2784.3848701169936,673,770
HD 11343 c,13.9,255.53404,228.53731,912.5307146386988,4708.93,2.01,6.78,-0.15,356.2653573193494,74.0,1.322571502510222,82.25715025102221,128,240
HD 18143 b,3.28,10.80617,10.2851,912.5307146386988,5078.0,0.85,0.87,0.28,356.2653573193494,91.20000000000002,1.0044402513384891,50.44402513384891,127,169
HD 18143 c,12.5,3177.64841,28982.41764,912.5307146386988,5078.0,0.85,0.87,0.28,356.2653573193494,91.20000000000002,20.336949823999998,1983.6949823999998,513,617
KELT-10 b,15.681,215.80657,4.1662739,1377.0,5948.0,1.11,1.21,0.09,588.5,83.6,0.8776415030717271,37.764150307172706,180,321
WASP-190 b,12.89,317.83,5.367753,1500.0,6400.0,1.35,1.6,-0.02,650.0,79.2,1.9128858437540057,141.28858437540057,215,343
WASP-20 b,16.388,98.841,4.8996284,1379.0,5940.0,1.2,1.39,-0.008,589.5,79.67999999999999,0.36803169347854425,-13.196830652145575,169,315
HD 176986 b,2.26,5.74,6.4898,912.5307146386988,4931.0,0.79,0.78,0.03,356.2653573193494,81.19999999999999,1.1238154906413975,62.381549064139755,126,161
HD 181433 d,14.2,171.0,2172.0,912.5307146386988,4962.0,0.78,0.81,0.33,356.2653573193494,93.2,0.8480460226145606,34.80460226145606,124,238
HD 141399 c,13.6,422.7139,201.99,912.5307146386988,5600.0,1.07,1.39,0.35,356.2653573193494,94.0,2.285434147923876,178.54341479238758,153,266
HD 76920 b,13.1,994.80291,415.891,912.5307146386988,4664.0,1.0,8.33,-0.19,356.2653573193494,72.39999999999999,5.796881941611795,529.6881941611795,217,323
HD 217786 b,12.3,4402.55909,1301.36009,912.5307146386988,5966.0,1.14,1.27,-0.135,356.2653573193494,74.6,29.10013279132791,2860.013279132791,683,791
HD 159868 b,13.3,704.94694,1184.1,912.5307146386988,5534.0,1.19,2.13,-0.08,356.2653573193494,76.8,3.9852277686697946,348.5227768669795,182,294
HD 39855 b,2.85,8.5,3.2498,912.5307146386988,5576.0,0.87,0.74,0.014262971257932062,356.2653573193494,80.57051885031727,1.046475838719606,54.647583871960606,124,166
HD 16141 b,10.9,82.6358,75.523,912.5307146386988,5757.0,1.11,1.48,0.13,356.2653573193494,85.2,0.695528995875768,19.5528995875768,119,215
HD 103949 b,3.35,11.2,120.878,912.5307146386988,4792.0,0.77,0.75,-0.07,356.2653573193494,77.2,0.9979950991312095,49.79950991312096,122,164
Kepler-292 b,1.32,2.3,2.580827,1130.0,5299.0,0.86,0.83,0.04,465.00000000000006,81.60000000000001,1.3200183654729107,82.00183654729108,157,193
Kepler-305 e,1.794,3.87,3.20538,1000.0,4974.0,0.82,0.83,0.09,400.0,83.6,1.202447399917227,70.2447399917227,139,173
Kepler-142 b,1.99,4.62,2.024152,1597.0,5790.0,0.98,1.27,0.05,698.5,82.0,1.1666372061311583,66.66372061311583,213,267
Kepler-360 c,2.1,5.06,7.186434,860.0,6053.0,0.99,1.06,0.15,330.0,86.0,1.147392290249433,64.73922902494328,121,159
Kepler-334 d,1.41,2.57,25.09849,656.0,5828.0,1.02,1.07,-0.012,227.99999999999997,79.52,1.2926915145113427,79.26915145113426,97,124
Kepler-34 b,8.564,69.92,288.822,912.5307146386988,5913.0,1.05,1.16,-0.07,356.2653573193494,77.2,0.9533406299160035,45.334062991600355,121,204
Kepler-404 c,1.72,3.61,14.751166,678.0,5654.0,0.86,0.88,-0.03,239.0,78.8,1.2202541914548406,72.02541914548407,98,127
Kepler-1398 c,1.03,1.08,4.13827595,1324.0,6126.0,1.13,1.18,0.01,562.0,80.39999999999999,1.0180035818644548,51.800358186445486,175,218
Kepler-1412 b,0.83,0.498,3.6146051,1397.0,5880.0,1.06,1.27,0.04,598.5,81.60000000000001,0.7228915662650602,22.289156626506024,179,221
Kepler-270 c,1.77,3.78,25.262887,756.0,6067.0,1.17,1.46,0.15,278.0,86.0,1.2065498419994254,70.65498419994253,109,143
Kepler-130 d,1.64,3.33,87.517905,451.0,5884.0,0.93,1.13,-0.199,125.49999999999999,72.03999999999999,1.238102320047591,73.81023200475909,68,92
Kepler-1943 b,1.549,3.02,4.85018015,1098.0,6032.0,1.06,0.97,-0.06,449.0,77.60000000000001,1.2586474707645785,75.86474707645785,151,191
Kepler-466 b,2.85,8.5,51.07926307,503.0,5927.0,1.04,1.05,-0.01,151.5,79.60000000000001,1.046475838719606,54.647583871960606,73,107
Kepler-157 c,2.24,5.65,13.5405,779.0,5774.0,0.95,1.04,-0.059,289.5,77.64,1.1260363520408163,62.603635204081634,108,144
Kepler-1547 b,0.9,0.666,0.69297968,3186.0,6078.0,1.12,1.18,0.04,1493.0,81.60000000000001,0.8222222222222222,32.22222222222222,404,493
Kepler-1604 b,1.41,2.57,0.68368426,2023.0,4976.0,0.81,0.76,0.02,911.5,80.80000000000001,1.2926915145113427,79.26915145113426,268,325
Kepler-513 b,2.2,5.48,28.86235584,623.0,5849.0,1.02,1.06,-0.01,211.50000000000003,79.60000000000001,1.1322314049586777,63.22314049586777,89,122
Kepler-1298 b,1.31,2.27,7.12811928,1373.0,6339.0,1.45,2.0,0.13,586.5,85.2,1.3227667385350503,82.27667385350503,189,236
Kepler-122 d,2.2,5.48,21.587475,747.0,6050.0,0.98,1.22,-0.08,273.5,76.8,1.1322314049586777,63.22314049586777,104,140
Kepler-1312 b,2.1,5.06,5.44832529,978.0,5719.0,0.99,0.92,-0.02,389.0,79.2,1.147392290249433,64.73922902494328,134,174
Kepler-221 d,2.73,7.9,10.04156,712.0,5243.0,0.85,0.82,0.062,256.0,82.48,1.0599900709790822,55.99900709790822,100,135
K2-70 b,2.89,8.7,13.97896,912.5307146386988,5622.0,0.94,0.93,0.06,356.2653573193494,82.4,1.0416541947534153,54.16541947534152,125,167
HAT-P-21 b,12.442,1547.8321,4.12448,1283.0,5588.0,1.24,1.21,0.01,541.5,80.39999999999999,9.998698090307649,949.8698090307648,349,465
HAT-P-5 b,13.563,311.4734,2.78849,1539.0,5960.0,1.04,1.12,0.24,669.5,89.60000000000001,1.6932046016109519,119.32046016109518,218,349
WASP-13 b,13.675,114.4188,4.35301,1531.0,5950.0,0.72,1.37,0.0,665.5,80.0,0.6118468361580033,11.184683615800328,193,324
HD 147873 b,12.8,1633.6462,116.596,912.5307146386988,5972.0,1.38,2.29,0.03,356.2653573193494,81.19999999999999,9.970985107421873,947.0985107421873,303,413
HD 148427 b,13.6,413.179,331.5,912.5307146386988,5025.0,1.64,3.86,0.08,356.2653573193494,83.2,2.233883001730104,173.3883001730104,149,260
HD 152079 b,13.2,845.74563,2918.92,912.5307146386988,5907.0,1.15,1.13,0.29,356.2653573193494,91.60000000000001,4.853912017906337,435.3912017906337,204,316
HD 154672 b,12.8,1706.7471,163.94,912.5307146386988,5743.0,1.18,1.32,0.25,356.2653573193494,90.0,10.417157592773435,991.7157592773435,314,423
HD 154857 b,13.3,778.6835,408.60001,912.5307146386988,5589.0,1.96,2.3,-0.22,356.2653573193494,71.2,4.40207756232687,390.20775623268696,188,301
HAT-P-43 b,13.63,210.395,3.3326414,1353.0,5693.0,1.03,1.08,0.2,576.5,88.00000000000001,1.1325143222865706,63.25143222865706,183,309
HD 215497 b,2.4,6.3566,3.93404,912.5307146386988,5110.0,0.67,0.85,0.2,356.2653573193494,88.00000000000001,1.103576388888889,60.3576388888889,128,164
Kepler-964 b,2.12,5.14,13.5225106,652.0,5427.0,0.93,0.84,0.03,225.99999999999997,81.19999999999999,1.1436454254182982,64.36454254182982,94,124
Kepler-969 b,2.07,4.94,34.1731714,465.0,5214.0,0.92,0.82,0.22,132.5,88.80000000000001,1.1528857149525078,65.28857149525078,73,97
Kepler-980 b,2.67,7.61,11.55102504,845.0,5935.0,1.05,1.06,0.01,322.5,80.39999999999999,1.0674858673848702,56.74858673848702,116,157
Kepler-999 b,2.34,6.08,5.99185702,1355.0,6237.0,1.29,1.65,0.05,577.5,82.0,1.110380597560085,61.03805975600849,181,234
Kepler-624 b,2.31,5.95,14.58649607,852.0,6117.0,1.1,1.18,-0.06,326.0,77.60000000000001,1.1150465695920242,61.50465695920242,117,157
Kepler-93 b,1.478,4.66,4.72673978,1133.0,5669.0,0.91,0.92,-0.18,466.5,72.8,2.133226885616924,163.3226885616924,171,211
Kepler-973 b,1.96,4.5,49.6077331,402.0,5213.0,0.86,0.78,-0.06,101.0,77.60000000000001,1.171386922115785,67.13869221157852,62,84
Kepler-1047 b,2.09,5.02,56.1886887,503.0,5754.0,1.08,1.13,0.29,151.5,91.60000000000001,1.149241088802912,64.92410888029121,78,106
Kepler-372 c,2.09,5.02,20.053763,755.0,6509.0,1.2,1.14,-0.13,277.5,74.8,1.149241088802912,64.92410888029121,105,143
Kepler-1071 b,2.38,6.26,6.1799844,814.0,5215.0,0.86,0.81,0.01,307.0,80.39999999999999,1.105147941529553,60.51479415295531,113,148
Kepler-1827 b,1.856,4.1,3.70061994,1329.0,5423.0,0.92,1.4,0.08,564.5,83.2,1.1902218341260402,69.02218341260402,180,225
Kepler-126 d,2.5,54.59019,100.283134,475.0,6239.0,1.11,1.36,-0.16,137.5,73.6,8.7344304,823.4430400000001,221,254
Kepler-518 b,2.11,5.1,8.51203588,839.0,5842.0,0.96,0.88,-0.23,319.5,70.8,1.1455268300352643,64.55268300352644,114,151
Kepler-1991 b,1.47,2.76,13.26079792,760.0,5478.0,0.91,1.05,0.16,280.0,86.4,1.2772455921143968,77.72455921143968,111,140
Kepler-520 b,1.66,3.39,19.67416124,711.0,6112.0,1.1,1.09,-0.03,255.50000000000003,78.8,1.2302220931920453,73.02220931920453,102,134
Kepler-171 d,1.89,4.23,39.595519,497.0,5642.0,0.98,0.84,0.17,148.5,86.8,1.1841773746535653,68.41773746535654,77,102
Kepler-217 d,1.32,2.3,3.88689525,1574.0,6341.0,1.37,1.76,0.09,687.0,83.6,1.3200183654729107,82.00183654729108,213,266
Kepler-220 e,1.33,2.33,45.902733,341.0,4632.0,0.73,0.67,-0.174,70.5,73.04,1.3172027813895641,81.72027813895642,81,69
Kepler-169 f,2.58,7.18,87.090195,321.0,4997.0,0.83,0.76,0.17,60.5,86.8,1.078661138152755,57.86611381527551,78,75
Kepler-149 b,4.21,16.5,29.198943,540.0,5381.0,1.01,0.95,0.381,170.0,95.24000000000001,0.9309358444152313,43.09358444152313,80,120
Kepler-1158 b,2.34,6.08,13.5396293,1079.0,6203.0,1.41,1.95,0.18,439.49999999999994,87.20000000000002,1.110380597560085,61.03805975600849,148,194
Kepler-1164 b,1.12,1.46,3.97599768,936.0,5183.0,0.85,0.79,-0.03,368.0,78.8,1.1639030612244896,66.39030612244896,129,158
Kepler-1067 c,1.747,3.7,5.4258399,973.0,5594.0,0.98,0.93,0.16,386.5,86.4,1.2123162153191553,71.23162153191554,137,173
Kepler-400 b,1.65,3.36,9.024389,939.0,5886.0,1.08,1.15,0.084,369.5,83.36,1.234159779614325,73.4159779614325,132,168
Kepler-37 c,0.755,1.3,21.301848,615.0,5357.0,0.79,0.79,-0.36,207.50000000000003,65.60000000000001,2.2806017279943864,178.06017279943865,107,128
Kepler-285 c,1.12,1.46,6.186676,851.0,5411.0,0.92,0.81,0.17,325.5,86.8,1.1639030612244896,66.39030612244896,121,149
Kepler-102 f,0.861,4.3,27.453592,495.0,4909.0,0.8,0.72,0.11,147.5,84.39999999999999,5.800456212625839,530.045621262584,168,183
Kepler-1197 b,1.25,2.1,2.03231845,1011.0,4708.0,0.78,0.72,0.06,405.5,82.4,1.344,84.4,143,173
Kepler-382 b,1.32,2.3,5.262155,1166.0,5600.0,1.0,0.95,0.082,483.0,83.28,1.3200183654729107,82.00183654729108,162,201
Kepler-137 c,1.88,4.19,18.735753,568.0,5187.0,0.85,0.8,0.05,184.0,82.0,1.1854911724762338,68.54911724762339,84,110
Kepler-139 b,2.94,5.2879,15.771044,752.0,5594.0,1.08,1.3,0.35,276.0,94.0,0.6117705585635614,11.177055856356144,99,138
Kepler-1863 b,2.263,5.74,44.99760056,508.0,5871.0,1.1,0.98,0.21,154.0,88.4,1.1208378399541201,62.08378399541201,77,107
Kepler-1840 b,2.778,8.13,131.1900024,284.0,4898.0,0.77,0.8,0.14,42.0,85.60000000000001,1.0534794365478841,55.34794365478841,72,70
Kepler-198 c,2.47,6.66,49.567416,465.0,5574.0,0.99,0.94,0.114,132.5,84.55999999999999,1.0916422167221227,59.16422167221227,70,99
Kepler-446 c,1.11,1.41,3.036179,520.0,3359.0,0.22,0.24,-0.3,160.0,68.0,1.1443876308741172,64.43876308741171,73,84
Kepler-478 b,2.71,7.8,13.2217576,640.0,5210.0,0.85,0.8,-0.03,220.00000000000003,78.8,1.062077041434621,56.2077041434621,90,123
Kepler-1323 b,1.52,2.92,0.92990668,2291.0,6169.0,1.18,1.4,0.02,1045.5,80.80000000000001,1.2638504155124652,76.38504155124653,301,372
Kepler-206 b,1.2,1.87,7.781987,983.0,5764.0,0.96,1.19,0.021,391.5,80.84,1.2986111111111112,79.86111111111111,138,172
Kepler-1327 b,1.8,3.89,14.88801098,831.0,5885.0,1.02,1.03,-0.03,315.5,78.8,1.2006172839506173,70.06172839506173,117,151
Kepler-1868 b,3.15,10.1,211.0339966,215.0,4658.0,0.74,0.69,0.0,7.5,80.0,1.017888636936256,51.78886369362561,36,59
Kepler-213 c,2.34,6.08,4.822962,1060.0,5696.0,1.07,1.2,0.15,430.0,86.0,1.110380597560085,61.03805975600849,146,188
Kepler-1269 b,1.63,3.29,37.3331536,657.0,5998.0,1.1,1.15,0.07,228.5,82.8,1.2382852196168468,73.82852196168469,97,127
Kepler-1271 b,1.48,2.79,3.0255955,1484.0,6143.0,1.13,1.23,-0.01,642.0,79.60000000000001,1.2737399561723888,77.37399561723888,200,250
Kepler-1274 b,1.42,2.6,6.98152703,1384.0,6179.0,1.45,2.17,0.11,592.0,84.39999999999999,1.2894267010513787,78.94267010513786,189,237
Kepler-387 b,1.03,1.08,6.791636,994.0,5774.0,0.85,1.05,-0.3,397.0,68.0,1.0180035818644548,51.800358186445486,130,164
Kepler-1279 b,1.75,3.71,23.4774101,738.0,6221.0,1.21,1.33,0.06,269.0,82.4,1.2114285714285715,71.14285714285715,106,140
Kepler-1879 b,2.065,4.92,10.61340046,987.0,5865.0,1.02,1.39,0.0,393.5,80.0,1.1537852716495964,65.37852716495965,135,176
Kepler-716 c,1.393,2.52,3.96999,992.0,5012.0,0.83,0.74,-0.06,396.0,77.60000000000001,1.2986685040421058,79.86685040421058,138,170
Kepler-264 c,2.83,8.4,140.101261,511.0,6158.0,1.43,1.55,0.047,155.5,81.88000000000001,1.0488331730949318,54.88331730949319,74,109
Kepler-221 b,1.71,3.57,2.795906,1090.0,5243.0,0.85,0.82,0.062,445.0,82.48,1.220888478506207,72.08884785062071,150,188
Kepler-352 b,0.86,0.566,10.05537,694.0,5212.0,0.8,0.78,-0.11,247.00000000000003,75.6,0.7652785289345593,26.52785289345593,90,112
Kepler-913 b,2.06,4.9,10.29672521,1129.0,4687.0,0.63,0.61,-0.52,464.49999999999994,59.199999999999996,1.1546799886888492,65.46799886888492,147,186
HIP 67537 b,12.3,4309.11754,2523.64713,912.5307146386988,4985.0,2.32,8.69,0.15,356.2653573193494,86.0,28.48250076012955,2798.250076012955,675,777
HD 10697 b,12.8,1825.28854,1075.3799,912.5307146386988,5641.0,0.99,1.86,0.17,356.2653573193494,86.8,11.140677124023435,1064.0677124023434,328,437
HIP 56640 b,12.7,2151.69832,2675.57603,912.5307146386988,4769.0,1.75,4.93,-0.03,356.2653573193494,78.8,13.34055626511253,1284.055626511253,370,474
HD 108147 b,10.9,82.95,10.8985,890.0,6255.73,1.22,1.21,0.18,345.0,87.20000000000002,0.6981735544146116,19.81735544146116,116,215
HD 153950 b,13.2,937.5985,499.39999,912.5307146386988,6124.0,1.25,1.28,-0.01,356.2653573193494,79.60000000000001,5.381074954086318,488.10749540863185,211,325
HD 108874 b,13.6,451.3186,394.48123,912.5307146386988,5600.0,1.1,1.05,0.26,356.2653573193494,90.39999999999999,2.4400875865051908,194.00875865051907,155,269
YSES 2 b,12.7,2002.31896,,912.5307146386988,4749.0,1.1,1.19,0.014262971257932062,356.2653573193494,80.57051885031727,12.414402380804763,1191.4402380804763,352,455
HD 163607 c,13.3,699.54383,1272.0,912.5307146386988,5522.0,1.12,1.76,0.21,356.2653573193494,88.4,3.9546827406863017,345.4682740686302,185,296
HD 109271 b,4.31,17.162,7.8543,912.5307146386988,5783.0,1.05,1.29,0.1,356.2653573193494,84.00000000000001,0.9238753021355398,42.38753021355398,123,176
HD 13908 b,13.9,274.91,19.382,912.5307146386988,6255.0,1.29,1.67,0.01,356.2653573193494,80.39999999999999,1.4228559598364474,92.28559598364474,132,251
HD 101930 b,10.6,79.4575,70.46,912.5307146386988,5108.0,0.57,0.86,0.15,356.2653573193494,86.0,0.7071689213243146,20.716892132431465,119,210
HD 113538 c,13.8,295.57,1818.0,912.5307146386988,4462.0,0.58,0.53,-0.24,356.2653573193494,70.39999999999999,1.5520373871035493,105.20373871035493,131,241
HD 1605 b,13.8,296.85322,577.2,912.5307146386988,4915.0,1.33,3.49,0.22,356.2653573193494,88.80000000000001,1.558775572358748,105.8775572358748,137,248
HD 215152 b,1.19,1.819,5.75999,912.5307146386988,4935.0,0.77,0.73,-0.1,356.2653573193494,76.0,1.284513805522209,78.4513805522209,128,156
HD 116029 b,13.6,444.962,670.0,912.5307146386988,4819.0,0.83,4.89,0.09,356.2653573193494,83.6,2.405720155709343,190.5720155709343,152,262
HD 188015 b,13.6,476.72,461.2,912.5307146386988,5746.0,1.09,1.13,0.289,356.2653573193494,91.56,2.57742214532872,207.742214532872,158,272
GJ 1002 b,1.03,1.08,10.3465,230.9,3024.0,0.12,0.14,-0.25,15.450000000000003,70.0,1.0180035818644548,51.800358186445486,35,36
GSC 06214-00210 b,20.176,5000.0,,2300.0,4200.0,0.9,0.9,-0.06,1050.0,77.60000000000001,12.282870297291844,1178.2870297291843,521,707
EPIC 249893012 c,3.67,14.67,15.624,990.0,5430.0,1.05,1.71,0.2,395.0,88.00000000000001,1.0891758050026357,58.91758050026357,137,186
K2-183 d,2.3,5.9,22.620344,615.0,5482.0,0.94,0.87,0.09,207.50000000000003,83.6,1.1153119092627601,61.53119092627601,89,120
HD 74156 c,12.5,2753.98315,2448.48726,912.5307146386988,6068.0,1.1,1.51,0.131,356.2653573193494,85.24000000000001,17.62549216,1712.5492160000001,457,566
HD 18015 b,13.1,1048.83374,2278.0,912.5307146386988,5603.0,1.49,3.13,-0.14,356.2653573193494,74.4,6.11172857059612,561.1728570596119,224,335
HD 192310 b,4.27,16.9,74.72,355.0,5166.0,0.8,0.86,-0.04,77.5,78.4,0.9268958860082599,42.68958860082599,76,87
K2-107 b,15.98,266.9772,3.313959,1649.0,6061.0,1.3,1.81,0.14,724.5,85.60000000000001,1.0454917833775321,54.54917833775321,218,368
K2-177 b,2.116,5.13,14.155185,912.5307146386988,6063.0,1.21,1.21,0.41,356.2653573193494,96.4,1.1457399023016641,64.57399023016642,131,170
K2-185 c,2.39,6.3,52.713494,477.0,5788.0,0.96,0.94,-0.1,138.5,76.0,1.1029218676143624,60.29218676143624,69,99
HD 4113 b,13.5,541.26178,526.5239,912.5307146386988,5688.0,1.01,1.08,0.2,356.2653573193494,88.00000000000001,2.9698863100137176,246.98863100137177,165,278
HD 141004 b,3.77,13.63484,15.5083,912.5307146386988,5885.38,1.05,1.39,0.025,356.2653573193494,81.0,0.9593284973509981,45.932849735099815,123,173
HD 171238 b,12.5,2796.88998,1532.0,912.5307146386988,5440.0,0.96,1.01,0.2,356.2653573193494,88.00000000000001,17.900095871999998,1740.0095871999997,463,569
HD 11964 c,5.38,25.0,37.91,912.5307146386988,5303.0,0.91,2.01,0.1,356.2653573193494,84.00000000000001,0.863724934702395,36.3724934702395,122,179
HD 21693 c,4.34,17.37,53.7357,912.5307146386988,5430.0,0.8,0.91,0.0,356.2653573193494,80.0,0.9221898957293636,42.21898957293636,122,173
HD 143105 b,13.7,384.5743,2.1974,912.5307146386988,6380.0,1.51,1.65,0.15,356.2653573193494,86.0,2.048986626884757,154.89866268847572,146,264
HD 1461 c,2.23,5.59,13.5052,912.5307146386988,5765.0,1.02,1.15,0.19,356.2653573193494,87.6,1.1240925817933198,62.409258179331985,128,167
HD 147018 c,12.7,2080.0,1008.0,912.5307146386988,5441.0,0.93,0.94,0.1,356.2653573193494,84.00000000000001,12.896025792051585,1239.6025792051585,362,469
HD 148156 b,13.9,270.144,1027.0,912.5307146386988,6308.0,1.22,1.21,0.29,356.2653573193494,91.60000000000001,1.3981884995600642,89.81884995600642,135,254
HD 1666 b,12.7,2040.0,270.0,912.5307146386988,6317.0,1.5,1.93,0.37,356.2653573193494,94.80000000000001,12.648025296050593,1214.8025296050594,360,471
GJ 414 A c,8.4,53.83,749.83,124.7,4120.0,0.65,0.68,0.24,-37.65,89.60000000000001,0.7628968253968254,26.289682539682534,23,75
HD 27894 d,12.7,2063.65985,5019.54244,912.5307146386988,4894.0,0.81,0.89,0.3,356.2653573193494,92.0,12.79471665943332,1229.471665943332,363,467
HD 219828 c,12.2,5102.41725,4789.87297,912.5307146386988,5891.0,1.04,1.61,0.19,356.2653573193494,87.6,34.28122312550391,3378.1223125503907,791,897
TOI-3688 A b,13.081,311.47184,3.246075,1534.0,5950.0,1.2,1.3,0.262,667.0,90.48,1.8202745501541526,132.02745501541526,220,348
TOI-564 b,11.433,464.98529,1.651144,1714.0,5640.0,1.0,1.09,0.143,757.0,85.72,3.557286195612145,305.7286195612145,276,396
TOI-677 b,13.115,392.83788,11.2366,1252.0,6295.0,1.18,1.28,0.0,526.0,80.0,2.283898339696828,178.38983396968283,191,314
WASP-123 b,14.773,285.72917,2.9776412,1520.0,5740.0,1.17,1.29,0.18,660.0,87.20000000000002,1.3092337251724442,80.92337251724442,207,345
TOI-4633 c,3.2,123.0,271.9445,268.569078609,5800.0,1.1,1.05,0.238,34.28453930449999,89.52,12.011718749999998,1151.1718749999998,266,295
TOI-757 b,2.5,10.5,17.46819,641.0,5278.0,0.8,0.78,-0.27,220.5,69.19999999999999,1.68,118.0,99,132
TOI-421 c,5.09,14.1,16.067541,635.0,5291.0,0.83,0.87,-0.044,217.49999999999997,78.24,0.5442313407775947,4.423134077759472,79,128
LP 791-18 d,1.032,0.9,2.753436,395.5,2960.0,0.14,0.18,-0.09,97.75,76.4,0.8450513791238508,34.505137912385074,54,59
WASP-138 b,12.218,387.7526,3.634433,1590.0,6272.0,1.22,1.36,-0.09,695.0,76.4,2.5974935450624828,209.74935450624827,239,364
K2-21 c,2.49,6.76,15.50192,420.0,4222.06,0.68,0.65,-0.11,110.00000000000001,75.6,1.0903049950807244,59.030499508072445,62,83
WASP-118 b,16.141,163.36462,4.0460435,1729.0,6410.0,1.32,1.7,0.16,764.5,86.4,0.6270427226524344,12.704272265243443,220,375
HATS-25 b,14.123,194.82979,4.2986432,1277.0,5715.0,0.99,1.11,0.02,538.5,80.80000000000001,0.976790538376411,47.679053837641106,168,296
HATS-30 b,13.171,224.38798,3.1743516,1414.0,5943.0,1.09,1.06,0.06,607.0,82.4,1.2934870630904616,79.34870630904615,192,318
TIC 237913194 b,12.52,617.22586,15.168865,974.0,5788.0,1.03,1.09,0.14,387.0,85.60000000000001,3.9376349916810423,343.7634991681042,191,300
HD 6061 b,2.428,10.0,5.2549,1075.30598481,5934.0,1.03,1.01,-0.05,437.65299240499996,78.0,1.6962998949651107,119.62998949651107,157,202
TIC 279401253 b,11.209,1951.46642,76.8,912.5307146386988,5951.0,1.13,1.06,0.2,356.2653573193494,88.00000000000001,15.531998652580906,1503.1998652580905,416,516
TIC 279401253 c,12.6,2548.98382,155.3,912.5307146386988,5951.0,1.13,1.06,0.2,356.2653573193494,88.00000000000001,16.055579617032,1555.5579617032,427,535
TIC 46432937 b,13.316,1017.0509,1.44044527,872.0,3572.0,0.56,0.53,0.323,336.0,92.92,5.735814737290047,523.5814737290048,217,317
HAT-P-60 b,18.282,182.43351,4.7947813,1772.0,6212.0,1.44,2.2,0.037,786.0,81.47999999999999,0.545829752432329,4.582975243232901,222,392
TOI-2158 b,10.761,260.61929,8.60077,1188.0,5673.0,1.12,1.41,0.47,494.00000000000006,98.79999999999998,2.2506154429272396,175.06154429272397,188,290
KMT-2023-BLG-1866L b,1.43,2.63,,912.5307146386988,5412.3924897449615,0.51,,0.014262971257932062,356.2653573193494,80.57051885031727,1.2861264609516359,78.61264609516358,129,161
WASP-141 b,13.563,854.9627,3.310651,1540.0,5900.0,1.25,1.37,0.29,670.0,91.60000000000001,4.6476738554423065,414.76738554423065,278,408
WASP-147 b,12.498,87.40325,4.60273,1404.0,5702.0,1.04,1.43,0.092,602.0,83.67999999999999,0.5595598448256123,5.955984482561227,177,296
TOI-5110 b,11.982,921.70238,30.158577,976.0,6160.0,1.47,2.33,0.065,388.0,82.6,6.41995639650986,591.9956396509859,240,348
WASP-32 b,10.761,835.8929,2.71866,1388.0,6140.0,0.72,0.95,-0.13,594.0,74.8,7.218473618638264,671.8473618638263,305,415
WASP-35 b,14.572,225.6593,3.16158,1338.29467087,5990.0,1.05,1.08,-0.15,569.147335435,74.0,1.0627103528785742,56.271035287857416,176,309
OGLE-2019-BLG-0362L b,13.1,1036.12061,,912.5307146386988,5412.3924897449615,0.42,,0.014262971257932062,356.2653573193494,80.57051885031727,6.037647048540295,553.7647048540296,224,334
HD 219666 b,4.24,16.6,6.04345,838.0,5527.0,0.92,1.03,0.04,319.0,81.60000000000001,0.923371306514774,42.337130651477395,113,162
TOI-674 b,5.25,23.6,1.977143,635.0,3514.0,0.42,0.42,0.17,217.49999999999997,86.8,0.8562358276643991,35.62358276643991,88,128
VHS J125601.92-125723.9 b,13.675,5085.25451,5800000.0,1194.0,2620.0,0.07,,0.014262971257932062,497.0,80.57051885031727,27.193056412073165,2669.3056412073165,682,789
HIP 65426 b,16.814,2860.47,,1500.0,8840.0,1.96,1.77,0.014262971257932062,650.0,80.57051885031727,10.118014819649702,961.8014819649702,379,545
HD 207832 c,14.0,232.0159,1155.7,912.5307146386988,5710.0,0.94,0.9,0.14,356.2653573193494,85.60000000000001,1.1837545918367347,68.37545918367347,128,246
HD 133131 B b,13.3,794.575,5769.0,912.5307146386988,5805.0,0.93,0.99,-0.281,356.2653573193494,68.76,4.4919158799253776,399.19158799253773,190,303
14 Her b,12.6,2559.47216,1765.0389,912.5307146386988,5338.0,0.91,0.93,0.405,356.2653573193494,96.2,16.12164373897707,1562.164373897707,430,536
HD 132563 b,13.6,473.547,1544.0,912.5307146386988,6289.0,1.23,1.3,-0.06,356.2653573193494,77.60000000000001,2.560267084775087,206.0267084775087,154,271
2MASS J22362452+4751425 b,12.3,3972.875,,912.5307146386988,4045.0,0.6,0.64,0.014262971257932062,356.2653573193494,80.57051885031727,26.259997356071118,2575.9997356071117,628,726
HD 208897 b,13.7,379.48712,358.27,912.5307146386988,4860.0,1.25,4.98,0.21,356.2653573193494,88.4,2.021882465768022,152.18824657680221,146,257
