pl_name,pl_rade,pl_bmasse,pl_orbper,pl_eqt,st_teff,st_mass,st_rad,st_met,pl_eqt_normalized,st_met_normalized,surface_gravity,surface_gravity_normalized,habitability_score,terraforming_score
Kepler-411 e,3.28,10.8,31.509728,503.0,4832.69,0.87,0.82,0.21,151.5,88.4,1.0038667459845332,50.38667459845332,74,105
Kepler-464 b,3.3,10.9,7.25696522,1163.0,5933.0,1.21,1.59,0.19,481.50000000000006,87.6,1.0009182736455464,50.09182736455464,157,210
Kepler-1141 b,0.82,0.477,2.34451194,1471.0,5791.0,1.01,1.07,0.04,635.5,81.60000000000001,0.7093991671624034,20.939916716240337,188,231
Kepler-1156 b,1.32,2.3,11.89520511,787.0,5778.0,1.0,1.0,0.02,293.5,80.80000000000001,1.3200183654729107,82.00183654729108,114,144
Kepler-103 c,5.45,38.0,179.60978,434.0,6009.0,1.21,1.49,0.16,117.0,86.4,1.2793535897651713,77.93535897651714,71,120
Kepler-366 b,1.46,2.73,3.281959,1326.0,6209.0,1.09,1.05,-0.06,563.0,77.60000000000001,1.2807280915744044,78.07280915744043,180,226
Kepler-104 d,3.58,5.54022,51.755394,515.0,5711.0,0.82,1.35,-0.42,157.5,63.2,0.43227583408757525,-6.772416591242475,57,96
Kepler-1053 b,0.98,0.904,2.41435165,953.0,4529.0,0.74,0.69,0.1,376.5,84.00000000000001,0.9412744689712621,44.12744689712621,128,154
KIC 5479689 b,14.2,158.9142,1.701531,912.5307146386988,5459.1,0.97,0.89,0.161,356.2653573193494,86.44000000000001,0.788108510216227,28.810851021622696,121,238
eps Eri b,14.1,209.76675,2671.0,912.5307146386988,5020.38,0.82,0.76,-0.13,356.2653573193494,74.8,1.055111664403199,55.511166440319904,123,237
Kepler-1920 b,2.954,9.03,30.2541008,660.0,6277.0,1.24,1.16,0.21,229.99999999999997,88.4,1.0348246573847972,53.482465738479725,95,135
Kepler-1925 b,3.002,9.28,46.71640015,531.0,5856.0,1.06,1.09,0.16,165.5,86.4,1.029737669890071,52.97376698900711,78,113
KOI-1833 d,2.58,11.02,7.685,613.0,4413.0,0.68,0.67,-0.58,206.5,56.8,1.655549546301304,115.5549546301304,92,120
Kepler-1489 b,1.77,3.78,82.294751,400.0,5655.0,0.93,0.9,-0.13,100.0,74.8,1.2065498419994254,70.65498419994253,62,85
Kepler-84 f,2.2,5.48,44.552169,572.0,6031.0,1.06,1.17,-0.07,186.0,77.2,1.1322314049586777,63.22314049586777,82,114
Kepler-843 b,2.59,7.22,2.05387982,1523.0,5830.0,1.02,1.03,0.05,661.5,82.0,1.0763107288203815,57.63107288203815,202,259
Kepler-847 b,1.18,1.76,2.34323189,1054.0,4940.0,0.83,0.77,0.15,426.99999999999994,86.0,1.2640045963803506,76.40045963803506,148,179
Kepler-19 c,3.68,13.1,28.731,912.5307146386988,5544.0,0.94,0.86,-0.08,356.2653573193494,76.8,0.9673322306238185,46.733223062381846,121,169
Kepler-80 g,1.13,0.065,14.64558,418.0,4540.0,0.83,0.68,0.04,109.00000000000001,81.60000000000001,0.050904534419296744,-44.909546558070325,43,56
Kepler-269 b,2.47,6.66,5.326718,1007.0,5847.0,0.92,0.96,0.4,403.5,96.0,1.0916422167221227,59.16422167221227,142,184
Kepler-197 b,1.02,1.04,5.599308,1142.0,6004.0,0.86,1.12,-0.441,471.0,62.35999999999999,0.9996155324875049,49.96155324875049,146,185
Kepler-805 b,2.89,8.7,30.8638931,743.0,6112.0,1.19,1.65,-0.06,271.5,77.60000000000001,1.0416541947534153,54.16541947534152,102,143
Kepler-85 e,1.27,0.6,25.216751,559.0,5436.0,0.95,0.89,0.12,179.5,84.80000000000001,0.37200074400148797,-12.799925599851203,68,90
Kepler-272 b,1.43,78.0,2.971353,1200.0,5297.0,0.91,0.93,0.04,500.0,81.60000000000001,38.14367450731088,3764.3674507310875,902,941
Kepler-394 c,1.66,3.39,12.130686,901.0,6402.0,0.87,1.13,-0.3,350.5,68.0,1.2302220931920453,73.02220931920453,123,161
Kepler-1830 b,3.33,11.1,56.49330139,681.0,6160.0,1.44,2.05,0.24,240.49999999999997,89.60000000000001,1.0010010010010009,50.100100100100086,97,139
Kepler-304 e,1.2,1.87,1.49914695,1137.0,4817.0,0.8,0.73,0.05,468.49999999999994,82.0,1.2986111111111112,79.86111111111111,158,191
Kepler-582 b,3.68,13.1,18.49235668,603.0,5564.0,0.93,0.91,0.01,201.5,80.39999999999999,0.9673322306238185,46.733223062381846,84,124
Kepler-697 b,4.13,16.0,3.70987065,1151.0,5513.0,0.92,0.88,-0.01,475.5,79.60000000000001,0.9380368062191841,43.8036806219184,152,208
Kepler-1073 c,1.64,3.33,4.02582254,1169.0,5792.0,1.0,1.0,0.0,484.5,80.0,1.238102320047591,73.81023200475909,160,202
Kepler-1641 b,3.11,9.85,19.672266,908.0,6152.0,1.12,1.19,-0.02,354.0,79.2,1.0183931100795072,51.83931100795072,123,170
Kepler-609 b,3.35,11.2,6.52121067,932.0,5971.0,1.09,1.14,0.06,366.0,82.4,0.9979950991312095,49.79950991312096,126,174
Kepler-611 b,1.65,3.36,2.4370333,1513.0,5761.0,1.01,1.01,0.06,656.5,82.4,1.234159779614325,73.4159779614325,204,254
Kepler-732 b,2.18,5.39,9.46781405,407.0,3631.0,0.49,0.46,-0.01,103.49999999999999,79.60000000000001,1.1341637909266895,63.41637909266895,62,78
Kepler-252 c,2.15,5.27,10.848463,499.0,4208.0,0.61,0.55,-0.13,149.5,74.8,1.1400757166035695,64.00757166035696,73,93
Kepler-1775 b,3.648,12.9,85.65399933,522.0,5818.0,1.15,1.65,0.24,161.0,89.60000000000001,0.969348741920591,46.9348741920591,77,115
Kepler-1017 b,1.99,4.62,7.23400469,831.0,5473.0,0.93,0.87,0.04,315.5,81.60000000000001,1.1666372061311583,66.66372061311583,117,151
Kepler-961 b,2.55,7.04,16.87727414,642.0,5582.0,0.96,0.9,0.05,221.0,82.0,1.0826605151864668,58.26605151864668,92,125
Kepler-975 b,1.48,2.79,1.97034246,1599.0,4897.0,0.8,0.75,0.07,699.5,82.8,1.2737399561723888,77.37399561723888,215,262
Kepler-985 b,2.98,9.17,116.331901,323.0,5434.0,0.91,0.85,0.0,61.5,80.0,1.0326111436421783,53.26111436421783,75,78
Kepler-385 b,2.73,12.8,10.043686,951.0,6326.0,0.99,1.13,0.01,375.5,80.39999999999999,1.7174522669028165,121.74522669028165,142,189
Kepler-314 b,0.83,0.498,2.461069,1195.0,5378.0,0.99,0.95,0.322,497.49999999999994,92.88000000000001,0.7228915662650602,22.289156626506024,157,191
Kepler-384 c,1.13,1.51,45.348269,531.0,5577.0,0.88,0.88,-0.29,165.5,68.39999999999999,1.1825514918944322,68.25514918944322,76,97
KOI-1831 d,1.13,2.23,34.169,475.0,5233.0,0.9,0.84,0.18,137.5,87.20000000000002,1.7464171039235652,124.64171039235652,85,103
Kepler-324 e,2.039,4.81,13.97939968,635.0,5191.0,0.84,0.83,0.08,217.49999999999997,83.2,1.156939435783968,65.6939435783968,92,120
Kepler-1576 b,1.04,1.12,6.98471973,1059.0,5876.0,1.05,1.06,0.05,429.5,82.0,1.0355029585798816,53.55029585798816,143,178
Kepler-1719 b,3.95,14.8,6.14955998,1287.0,5687.0,1.08,1.78,0.04,543.5,81.60000000000001,0.9485659349463227,44.85659349463227,169,229
Kepler-1993 b,4.15,16.1,26.6565737,903.0,5159.0,1.37,3.06,-0.04,351.5,78.4,0.9348236318769051,43.48236318769051,120,169
Kepler-1593 b,3.17,10.2,174.509835,260.0,4995.0,0.81,0.77,0.02,30.0,80.80000000000001,1.0150364716536138,51.50364716536138,42,67
Kepler-1955 b,1.167,1.69,14.26519966,853.0,5825.0,1.05,1.29,0.14,326.5,85.60000000000001,1.2409234526455533,74.09234526455532,122,153
Kepler-989 b,2.21,5.52,7.96431535,805.0,5074.0,0.82,0.78,0.01,302.5,80.39999999999999,1.1301979893941565,63.01979893941565,112,145
Kepler-1700 b,2.901,8.76,234.239,329.0,6031.0,1.12,1.09,0.07,64.5,82.8,1.0408991372300749,54.089913723007484,77,82
Kepler-161 b,2.12,12.1,4.921355,868.0,5078.0,0.85,0.81,0.24,334.0,89.60000000000001,2.692239231043075,219.22392310430752,154,188
Kepler-362 b,0.88,0.615,10.327186,838.0,5788.0,0.9,0.72,-0.12,319.0,75.2,0.7941632231404959,29.41632231404959,108,137
Kepler-435 b,22.31,266.97,8.6001536,1729.0,6161.0,1.54,3.21,-0.18,764.5,72.8,0.5363685696094779,3.6368569609477874,214,409
Kepler-248 c,4.07,15.6,16.239494,598.0,5190.0,0.84,0.83,0.17,199.0,86.8,0.9417503274997131,44.17503274997131,85,125
Kepler-1804 b,1.596,3.18,12.28849983,913.0,5109.0,0.93,1.67,0.1,356.5,84.00000000000001,1.2484218063956884,74.84218063956885,129,161
Kepler-1806 b,2.356,6.15,9.03332043,729.0,5311.0,0.88,0.79,-0.04,264.5,78.4,1.1079611784815564,60.79611784815564,102,135
Kepler-934 b,2.09,5.02,55.6738309,384.0,5001.0,0.81,0.77,0.01,92.0,80.39999999999999,1.149241088802912,64.92410888029121,60,81
Kepler-933 b,2.46,6.62,14.20443009,602.0,5346.0,0.87,0.84,-0.02,200.99999999999997,79.2,1.0939255734020756,59.39255734020756,86,117
Kepler-804 c,1.14,1.55,9.65185017,890.0,5817.0,1.01,1.05,0.0,345.0,80.0,1.192674669128963,69.2674669128963,124,156
Kepler-1193 b,1.32,2.3,2.83265213,1453.0,5908.0,1.08,1.21,0.12,626.5,84.80000000000001,1.3200183654729107,82.00183654729108,198,246
Kepler-1256 b,1.49,2.83,12.4127754,933.0,6129.0,1.17,1.36,0.05,366.5,82.0,1.2747173550740958,77.47173550740958,132,168
Kepler-102 b,0.46,1.1,5.286965,857.0,4909.0,0.8,0.72,0.11,328.5,84.39999999999999,5.198487712665407,469.84877126654067,201,223
Kepler-1373 b,1.16,1.65,1.29123275,1887.0,6299.0,1.22,1.33,0.03,843.5,81.19999999999999,1.2262187871581451,72.62187871581452,250,309
Kepler-402 b,1.22,1.98,4.028751,1311.0,6090.0,1.07,1.26,-0.08,555.5,76.8,1.3302875571083042,83.02875571083041,179,223
Kepler-209 c,3.1,9.8,41.749882,486.0,5513.0,0.97,0.94,0.11,143.0,84.39999999999999,1.019771071800208,51.977107180020795,71,104
Kepler-1898 b,0.934,0.76,4.76562023,1167.0,5702.0,0.84,1.12,-0.28,483.5,68.8,0.8712039580171397,37.12039580171397,149,186
Kepler-334 b,1.12,1.46,5.470319,1090.0,5828.0,1.02,1.07,-0.012,445.0,79.52,1.1639030612244896,66.39030612244896,148,185
Kepler-1571 b,1.52,2.92,3.38555488,1476.0,6297.0,1.23,1.39,0.04,638.0,81.60000000000001,1.2638504155124652,76.38504155124653,199,250
Kepler-475 b,2.49,6.76,3.10550819,980.0,5009.0,0.86,0.79,0.21,390.0,88.4,1.0903049950807244,59.030499508072445,136,174
Kepler-1052 c,2.3,5.9,180.921729,302.0,5818.0,0.94,0.85,-0.22,51.0,71.2,1.1153119092627601,61.53119092627601,71,71
Kepler-253 c,2.65,7.51,10.281951,680.0,5208.0,0.86,0.79,0.15,240.0,86.0,1.0694197223211106,56.94197223211106,97,130
Kepler-605 b,1.44,2.67,3.38353807,1133.0,5462.0,0.91,0.88,0.02,466.5,80.80000000000001,1.2876157407407407,78.76157407407408,157,194
Kepler-585 b,2.83,8.4,2.75235975,1178.0,5593.0,0.96,0.93,0.03,488.99999999999994,81.19999999999999,1.0488331730949318,54.88331730949319,158,206
GJ 3138 c,1.88,4.18,5.974,912.5307146386988,3717.0,0.68,0.5,-0.3,356.2653573193494,68.0,1.1826618379357174,68.26618379357174,123,150
GJ 4276 b,4.22,16.57,13.352,912.5307146386988,3387.0,0.41,0.41,0.12,356.2653573193494,84.80000000000001,0.9304597830237417,43.045978302374166,123,163
GJ 414 A b,2.63,7.6,50.8,308.6,4120.0,0.65,0.68,0.24,54.30000000000001,89.60000000000001,1.0987581141840999,59.87581141840999,77,70
CoRoT-24 b,3.7,5.7,5.1134,1070.0,4950.0,0.91,0.86,0.3,434.99999999999994,92.0,0.4163623082542001,-8.363769174579987,135,183
TOI-444 b,2.77,8.1,17.9636,609.0,5225.0,0.96,0.78,0.08,204.5,83.2,1.0556634388562343,55.566343885623425,87,120
TOI-244 b,1.52,2.68,7.397225,458.0,3433.0,0.43,0.43,-0.39,129.0,64.39999999999999,1.1599722991689752,65.99722991689751,65,77
KMT-2021-BLG-1150L b,13.9,279.689,,912.5307146386988,5412.3924897449615,0.73,,0.014262971257932062,356.2653573193494,80.57051885031727,1.4475907044148855,94.75907044148855,132,247
GU Psc b,14.179,3591.3,,1050.0,4031.81,0.33,0.45,0.1,425.0,84.00000000000001,17.863250172135167,1736.3250172135167,479,592
Kepler-617 b,1.32,2.3,1.68269615,750.0,3712.0,0.51,0.48,-0.07,275.0,77.2,1.3200183654729107,82.00183654729108,108,127
Kepler-342 d,2.49,6.76,39.459357,658.0,6175.0,1.21,1.47,-0.001,229.0,79.96000000000001,1.0903049950807244,59.030499508072445,93,130
Kepler-1391 b,1.68,3.46,54.4092333,513.0,5840.0,1.03,1.1,0.04,156.5,81.60000000000001,1.2259070294784582,72.59070294784581,78,104
Kepler-154 c,2.95,9.01,62.303276,454.0,5690.0,0.93,1.0,0.02,127.0,80.80000000000001,1.0353346739442688,53.53346739442688,67,99
Kepler-307 c,2.2,3.64,13.0729,739.0,5367.0,0.91,0.81,0.19,269.5,87.6,0.7520661157024793,25.20661157024793,99,131
Kepler-9 b,8.29,43.4,19.23891,661.0,5774.0,1.02,0.96,0.05,230.50000000000003,82.0,0.6315106345517802,13.151063455178026,85,158
Kepler-568 b,2.26,5.73,11.02347475,429.0,3768.0,0.55,0.53,0.11,114.5,84.39999999999999,1.121857623932963,62.185762393296294,66,83
Kepler-735 b,2.95,9.01,11.51516988,657.0,5107.0,0.85,0.8,0.07,228.5,82.8,1.0353346739442688,53.53346739442688,93,127
Kepler-410 A b,2.838,8.44,17.833648,866.0,6273.0,1.21,1.35,0.01,333.0,80.39999999999999,1.047894749649998,54.7894749649998,118,163
Kepler-10 b,1.47,3.26,0.8374907,2188.0,5708.0,0.91,1.06,-0.15,994.0,74.0,1.5086306631496136,100.86306631496136,291,357
Kepler-1605 b,1.08,1.28,85.7565495,528.0,5280.0,0.86,0.82,-0.01,164.0,79.60000000000001,1.0973936899862824,59.73936899862824,77,96
KOI-94 c,4.32,15.6,10.423648,1012.0,6182.0,1.28,1.52,0.023,405.99999999999994,80.92,0.8359053497942386,33.59053497942386,132,190
Kepler-1617 b,1.2,1.87,27.4785572,736.0,6167.0,1.15,1.22,0.01,268.0,80.39999999999999,1.2986111111111112,79.86111111111111,107,137
Kepler-631 b,2.9,8.75,17.97979059,828.0,6185.0,1.24,1.33,0.23,314.0,89.2,1.0404280618311534,54.042806183115346,116,159
Kepler-538 b,2.215,12.9,81.73778,417.0,5534.0,0.89,0.87,-0.09,108.5,76.4,2.629312760829355,212.9312760829355,93,118
Kepler-573 b,2.79,8.2,22.18329658,646.0,5746.0,0.99,1.02,0.02,223.0,80.80000000000001,1.0534294266517643,55.34294266517643,91,127
Kepler-150 d,2.79,8.2,12.56093,734.0,5560.0,0.96,0.94,0.12,267.0,84.80000000000001,1.0534294266517643,55.34294266517643,103,140
Kepler-656 b,3.12,9.91,1.26025909,1569.0,5281.0,0.86,0.82,-0.04,684.5,78.4,1.0180391190006575,51.80391190006575,205,264
Kepler-1713 b,1.717,3.59,18.01160049,900.0,6477.0,1.3,1.46,0.1,350.0,84.00000000000001,1.217737999090258,71.7737999090258,127,166
Kepler-791 b,3.05,9.53,14.5539759,939.0,6383.0,1.3,1.47,0.06,369.5,82.4,1.0244557914539103,52.44557914539103,128,176
Kepler-867 b,4.64,19.4,150.242127,327.0,5541.0,0.92,0.91,-0.02,63.5,79.2,0.9010850178359097,40.10850178359097,73,87
Kepler-869 b,3.61,12.7,40.4287755,494.0,5664.0,0.97,0.95,0.02,147.0,80.80000000000001,0.9745167701291426,47.45167701291426,70,108
Kepler-87 b,13.49,324.2,114.73635,478.0,5600.0,1.1,1.82,-0.17,139.0,73.2,1.7815134731764628,128.15134731764627,82,185
Kepler-87 c,6.14,6.4,191.2318,403.0,5600.0,1.1,1.82,-0.17,101.49999999999999,73.2,0.16976307440927757,-33.023692559072245,41,93
Kepler-870 b,2.78,8.15,21.3587621,691.0,5857.0,1.01,1.02,-0.01,245.5,79.60000000000001,1.0545520418197818,55.45520418197818,96,134
TOI-1853 b,3.46,73.2,1.2436258,1479.0,4985.0,0.84,0.81,0.11,639.5,84.39999999999999,6.114470914497645,561.4470914497645,297,355
TOI-199 b,9.079,54.03083,104.854,358.0,5255.0,0.94,0.82,0.22,79.0,88.80000000000001,0.6554893000810244,15.548930008102435,74,117
HD 21749 c,0.892,3.7,7.78993,701.0,4640.0,0.73,0.7,0.003,250.5,80.12,4.650204106255907,415.02041062559067,170,189
GJ 367 c,1.86,4.13,11.5301,912.5307146386988,3522.0,0.46,0.46,-0.01,356.2653573193494,79.60000000000001,1.1937796277026245,69.37796277026244,127,152
WASP-184 b,14.908,181.1631,5.1817,1480.0,6000.0,1.23,1.65,0.12,640.0,84.80000000000001,0.8151376920202247,31.513769202022466,192,331
Kepler-564 b,4.63,19.4,3.75083228,1129.0,5626.0,0.95,0.92,-0.01,464.49999999999994,79.60000000000001,0.9049815971525734,40.498159715257344,148,208
Kepler-31 d,3.9,2161.244,87.6451,484.0,6340.0,1.21,1.22,-0.076,142.0,76.96,142.09362261669955,14159.362261669954,2890,2933
Kepler-958 b,2.06,4.9,9.7678805,749.0,5421.0,0.91,0.86,0.01,274.5,80.39999999999999,1.1546799886888492,65.46799886888492,106,138
Kepler-339 b,1.42,2.6,4.977656,1023.0,5631.0,0.87,0.8,0.033,411.5,81.32,1.2894267010513787,78.94267010513786,143,179
Kepler-178 c,2.88,8.65,20.552802,656.0,5676.0,0.85,1.07,-0.04,227.99999999999997,78.4,1.0428722993827162,54.28722993827162,91,128
Kepler-1050 b,1.6,3.19,15.3787546,1039.0,6010.0,1.09,1.13,0.03,419.5,81.19999999999999,1.2460937499999998,74.60937499999997,144,183
Kepler-239 c,2.51,6.85,56.228098,366.0,4914.0,0.76,0.76,0.17,83.0,86.8,1.0872843288201777,58.72843288201777,84,81
Kepler-272 d,2.25,5.69,10.937304,777.0,5297.0,0.91,0.93,0.04,288.5,81.60000000000001,1.1239506172839506,62.39506172839506,109,143
Kepler-1130 c,0.792,0.422,3.26663995,1072.0,5450.0,0.94,0.84,0.1,436.00000000000006,84.00000000000001,0.6727629833690439,17.276298336904393,138,169
Kepler-123 c,1.48,2.79,26.695074,706.0,6089.0,1.08,1.26,-0.08,252.99999999999997,76.8,1.2737399561723888,77.37399561723888,102,133
Kepler-376 b,1.07,1.24,4.920199,1242.0,5900.0,0.97,1.18,-0.104,521.0,75.84,1.0830640230587825,58.306402305878244,165,205
Kepler-667 b,4.73,20.1,41.43962808,516.0,5327.0,0.91,0.87,0.15,158.0,86.0,0.8984083422354723,39.840834223547226,73,117
Kepler-620 b,3.32,11.0,12.91375431,849.0,6155.0,1.15,1.22,0.03,324.5,81.19999999999999,0.9979677747133111,49.79677747133111,115,162
TOI-2587 A b,12.072,69.28659,5.45664,1445.0,5760.0,1.15,1.73,0.13,622.5,85.2,0.4754345448185638,-2.4565455181436215,181,299
