pl_name,pl_rade,pl_bmasse,pl_orbper,pl_eqt,st_teff,st_mass,st_rad,st_met,pl_eqt_normalized,st_met_normalized,surface_gravity,surface_gravity_normalized,Habitability Score,Terraformability Score
HD 164604 b,12.3,4544.94622,641.472,912.5307146386988,4684.0,0.77,0.77,-0.18,0.0,-1.0785470948272047,30.041286403595738,1.5042797287405303,67.58,98.54
KIC 8540376 c,2.4,6.35,75.2,912.5307146386988,6474.0,1.04,1.26,-0.16,0.0,-0.9675071897085737,1.1024305555555556,-0.1645173847171936,47.91,23.85
KOI-217 b,12.442,376.98237392722274,3.90512,1046.0,5545.0,0.95,0.86,0.12,0.3344893511114746,0.5870514819522584,2.435233732564253,-0.08765953980864913,85.02,42.06
Kepler-603 c,6.5,34.5,127.9075774,401.0,5808.0,1.01,1.01,0.03,-1.281954693545526,0.08737190891841955,0.8165680473372781,-0.18100202153440054,73.93,52.35
Kepler-275 c,3.38,11.4,16.088134,875.0,6165.0,1.19,1.38,0.08,-0.09405627933247435,0.3649716717149967,0.997864220440461,-0.17054733970647287,71.73,33.07
Kepler-170 c,2.86,8.55,16.665863,702.0,5679.0,1.07,1.04,0.39,-0.527614139372259,2.0860902010537754,1.0452833879407308,-0.1678128511606039,82.51,28.03
Kepler-598 c,3.024,9.4,86.4945,367.0,5245.0,0.9,0.9,0.03,-1.367162596674732,0.08737190891841955,1.0279317488312196,-0.168813456209116,60.99,37.44
Kepler-139 d,1.695,4.65808,7.30569992,972.0,5622.0,1.08,1.05,0.35,0.14903685606555517,1.8640103908165133,1.6213155123954717,-0.13459520248794252,69.25,20.09
Kepler-655 b,2.71,7.8,46.4063358,588.0,6170.0,1.15,1.24,0.0,-0.8133112263348916,-0.07918794875952677,1.062077041434621,-0.1668444230851411,59.17,29.31
K2-331 b,1.79,3.86,9.398977,909.0,5994.0,1.1,1.06,0.08,-0.008848376203268124,0.3649716717149967,1.2047064698355232,-0.15861950985224044,54.42,18.73
Kepler-1819 b,3.904,14.5,16.48690033,760.0,6090.0,1.17,1.07,0.21,-0.3822594810930248,1.0867310549860976,0.9513676599032518,-0.17322862491061689,81.78,36.61
WASP-52 b,14.24,146.2,1.7497798,1315.0,5008.37,0.87,0.79,0.03,1.008634231751371,0.08737190891841955,0.7209869334679964,-0.18651383194472582,80.81,40.0
HD 158259 e,2.34,6.08,7.951,912.5307146386988,5801.89,1.08,1.21,0.014262971257932,0.0,-3.3709117781417086e-16,1.110380597560085,-0.16405893510817343,57.83,23.16
TOI-1736 c,12.5,2800.0,571.25,249.0,5636.0,1.04,1.43,0.148,-1.662884142829036,0.7425073491183418,17.92,0.8052898354312268,80.14,85.6
WASP-3 b,15.917,772.3269,1.84683,2020.0,6400.0,1.62,1.44,0.0,2.7754451642834415,-0.07918794875952677,3.048447562384516,-0.05229775928387714,78.97,42.92
TOI-4153 b,16.119,365.50267,4.6174141,1669.0,6860.0,1.57,1.6,0.317,1.895798870214283,1.6807945473707726,1.406741705916302,-0.14696888273143163,96.9,40.9
TOI-125 d,2.93,13.6,19.98,638.1,5320.0,0.86,0.85,-0.02,-0.6877548749592083,-0.19022785387815766,1.584176868688045,-0.13673685113300757,61.54,35.92
TOI-178 b,1.152,1.5,1.914558,1040.0,4316.0,0.65,0.65,-0.23,0.31945266232396763,-1.3561468576237818,1.1302806712962965,-0.16291137123132324,30.5,13.97
HD 11506 d,12.3,4068.20361,26500.0,912.5307146386988,6123.0,1.22,1.24,0.3,0.0,1.5864106280199364,26.890102518342253,1.3225625731176813,93.93,96.05
HR 858 c,1.979,3.8,5.973865,1309.0,6354.0,1.2,1.26,0.025,0.9935975429638639,0.05961193263876184,0.9702686699480472,-0.1721386733531048,54.6,18.42
TOI-1836 b,8.003,38.45724,20.380799,966.0,6380.0,1.31,1.58,-0.101,0.1340001672780482,-0.6399394696086128,0.6004439575943726,-0.19346510089750754,72.89,39.58
TOI-5076 b,3.489,16.14568,23.443162,550.0,4780.0,0.79,0.84,0.082,-0.9085435886557691,0.37607566222685984,1.3263385782495714,-0.15160543464170007,70.8,39.23
WASP-132 b,10.099,136.03056,7.1335164,682.0,4686.0,0.79,0.76,0.15,-0.5777364353306156,0.7536113396302049,1.3337663047308037,-0.1511771050430275,84.88,41.56
TOI-620 b,3.76,13.6,5.0988179,603.6,3708.0,0.58,0.55,0.35,-0.7742158354873734,1.8640103908165133,0.961973743775464,-0.17261701116044037,87.14,34.6
CFBDSIR J145829+101343 b,12.4,3337.1,10037.5,370.0,580.5,0.02,,0.014262971257932,-1.3596442522809786,-3.3709117781417086e-16,21.70330385015608,1.0234590186783774,74.95,88.24
CoRoT-14 b,12.22,2415.4,1.51214,1952.0,6035.0,1.13,1.21,0.05,2.6050293580250288,0.19841181403705044,16.175087927011873,0.7046671900187502,82.47,58.16
LP 714-47 b,4.7,30.8,4.052037,700.0,3950.0,0.59,0.58,0.41,-0.5326263689680947,2.197130106172406,1.3942960615663194,-0.14768657715153702,96.06,40.85
TOI-1075 b,1.791,9.95,0.6047328,1323.0,3875.0,0.6,0.58,-0.08,1.0286831501347136,-0.5233475692340503,3.101929400086854,-0.04921365890172191,47.59,31.86
K2-154 c,2.07,4.94,7.95486,552.0,4097.0,0.65,0.63,0.21,-0.9035313590599335,1.0867310549860976,1.1528857149525078,-0.16160782171294702,62.46,21.35
55 Cnc c,8.51,54.4738,44.3989,912.5307146386988,5172.0,0.91,0.94,0.35,0.0,1.8640103908165133,0.7521917257777883,-0.18471436663047583,96.05,54.27
55 Cnc e,1.875,7.99,0.7365474,1958.0,5172.0,0.91,0.94,0.35,2.6200660468125356,1.8640103908165133,2.272711111111111,-0.09703162013472577,71.57,27.52
55 Cnc f,7.59,44.812,259.88,912.5307146386988,5172.0,0.91,0.94,0.35,0.0,1.8640103908165133,0.7778767221970521,-0.18323320759265085,96.28,57.54
TOI-2459 b,2.953,9.03,19.104718,445.01,4195.0,0.66,0.68,0.014262971257932,-1.1716605812891623,-3.3709117781417086e-16,1.0355256393510752,-0.1683755445430158,60.9,30.4
TOI-251 b,2.74,317.83,4.93777,1041.19426609,5875.0,1.04,0.88,-0.106,0.3224456302447679,-0.6676994458882705,42.3344344397677,2.213180248712593,67.53,99.67
GJ 180 c,2.41,6.4,24.329,912.5307146386988,3371.0,0.43,0.41,0.014262971257932,0.0,-3.3709117781417086e-16,1.1019094023863223,-0.16454743769886826,58.78,24.6
HD 136118 b,12.3,4164.18779,1187.59765,912.5307146386988,6097.0,1.18,1.68,-0.05,0.0,-0.356787711556104,27.52454088175028,1.3591482942353965,75.09,94.71
HD 153557 b,4.77,20.34102,7.29903,912.5307146386988,4837.0,0.79,0.75,0.014262971257932,0.0,-3.3709117781417086e-16,0.8939968091979485,-0.17653699033309117,75.86,42.57
HD 155918 b,2.67,7.62788,1.87567,912.5307146386988,5771.84,1.03,1.02,-0.662,0.0,-3.7546088081862092,1.06999396821389,-0.16638788310905925,23.75,27.19
HD 156098 b,4.12,15.89142,21.85849,912.5307146386988,6419.19,1.29,2.76,0.12,0.0,0.5870514819522584,0.9361992176453956,-0.17410333304657363,79.18,37.73
GJ 3138 d,3.23,10.5,257.8,912.5307146386988,3717.0,0.68,0.5,-0.3,0.0,-1.74478652553899,1.0064315770303558,-0.1700532918414759,49.41,48.08
HD 134060 c,5.91,29.29,1291.5646,912.5307146386988,5966.0,1.09,1.16,0.14,0.0,0.6980913870708896,0.8385798254127765,-0.17973268345457621,84.47,61.6
GJ 433 b,2.33,6.043,7.3705,912.5307146386988,3461.0,0.48,0.5,-0.17,0.0,-1.0230271422678892,1.1131168376650886,-0.16390114623037758,46.73,23.29
GJ 433 d,2.14,5.223,36.059,912.5307146386988,3461.0,0.48,0.47,-0.17,0.0,-1.0230271422678892,1.140492619442746,-0.16232248583519485,44.32,23.66166666666667
CoRoT-30 b,11.31,921.707,9.06005,912.5307146386988,5650.0,0.98,0.91,0.02,0.0,0.031851956359104115,7.205558956222085,0.18742752670486276,78.72,47.92
OGLE-2018-BLG-0532L b,2.37,6.228,,912.5307146386988,5412.3924897449615,0.2,,0.014262971257932,0.0,-3.3709117781417086e-16,1.108796667200769,-0.16415027453172992,57.81,23.11
OGLE-2018-BLG-0383L b,2.41,6.4,,912.5307146386988,5412.3924897449615,0.1,,0.014262971257932,0.0,-3.3709117781417086e-16,1.1019094023863223,-0.16454743769886826,58.78,24.6
KMT-2021-BLG-0322L b,12.7,2034.1018,,912.5307146386988,5412.3924897449615,0.62,,0.014262971257932,0.0,-3.3709117781417086e-16,12.611456382912763,0.4991656986865615,78.67,78.69
TOI-1680 b,1.466,2.75,4.8026345,404.0,3225.0,0.18,0.21,0.04,-1.2744363491517723,0.142891861477735,1.2795720738745815,-0.15430228651163244,44.2,17.77
HD 5278 b,2.45,7.8,14.339156,943.0,6203.0,1.13,1.19,-0.12,0.0763595269259381,-0.745427379471312,1.2994585589337773,-0.1531555062436816,51.8,27.4
HD 10180 d,3.45,11.75,16.357,912.5307146386988,5911.0,1.06,1.11,0.08,0.0,0.3649716717149967,0.987187565637471,-0.17116302302201836,72.48,33.1
HD 102272 b,12.9,1570.0802,127.58,912.5307146386988,4790.0,1.45,10.3,-0.41,0.0,-2.3555060036914597,9.435011117120366,0.3159918123917517,54.87,68.99
HD 42618 b,3.89,14.4,149.61,337.0,5727.0,1.01,1.0,-0.09,-1.442346040612267,-0.5788675217933658,0.9516194051057024,-0.17321410769302603,60.98,50.56
OGLE-2018-BLG-0962L b,13.6,425.89007,,912.5307146386988,5412.3924897449615,0.54,,0.014262971257932,0.0,-3.3709117781417086e-16,2.30260634731834,-0.09530767209231764,78.38,63.0
HD 110014 b,12.4,3524.59,835.477,912.5307146386988,4445.0,2.17,20.9,0.19,0.0,0.9756911498674666,22.92267169614984,1.0937754663058452,86.75,91.88
HD 131496 b,13.4,572.094,896.0,912.5307146386988,4846.0,1.34,4.44,0.25,0.0,1.3088108652233592,3.186088215638227,-0.04436053031911198,90.94,67.18
GJ 3929 b,1.09,1.75,2.616235,568.0,3384.0,0.31,0.32,-0.02,-0.8634335222932482,-0.19022785387815766,1.47293998821648,-0.1431514718773713,39.05,15.62
HAT-P-46 b,14.392,156.684,4.463129,1458.0,6120.0,1.28,1.4,0.3,1.3670086478536208,1.5864106280199364,0.7564536965598515,-0.18446859449020547,95.63,40.01
TOI-1855 b,18.495,360.09959,1.36414864,1701.0,5359.0,0.99,1.04,0.399,1.9759945437476534,2.136058158357159,1.05272262196347,-0.16738385796444324,100.97,40.2
K2-215 b,2.124,5.16,8.269648,912.5307146386988,5704.0,1.0,0.97,0.11,0.0,0.531531529392943,1.1437752029536,-0.1621331913476601,59.62,21.09
K2-179 b,2.513,6.86,5.172191,912.5307146386988,5015.0,0.82,0.77,0.03,0.0,0.08737190891841955,1.086273383974364,-0.16544910922758607,60.92,24.79
HD 37605 b,13.2,854.9627,55.01292,912.5307146386988,5329.0,0.94,0.91,0.27,0.0,1.41985077034199,4.906810720844812,0.054867191911135114,93.05,58.05
HD 40307 d,3.04,9.5,20.432,541.0,4956.0,0.77,0.72,-0.31,-0.9310986218370296,-1.8003064780983056,1.0279605263157894,-0.16881179671768914,45.14,30.62
HD 75289 b,14.2,155.7367,3.50927,1260.0,6117.0,1.29,1.23,0.26,0.8707979178658903,1.3643308177826747,0.7723502281293395,-0.18355190012825656,93.17,40.02
K2-346 b,2.26,5.73,26.201446,450.0,4801.0,0.71,0.7,-0.18,-1.1591550684475522,-1.0785470948272047,1.121857623932963,-0.16339709731532112,42.16,24.47
K2-335 b,2.21,5.52,12.283211,949.0,6222.0,1.23,1.33,0.1,0.09139621571344508,0.47601157683362766,1.1301979893941565,-0.16291613919175507,60.88,22.27
K2-344 b,1.59,3.15,3.35585,722.0,4374.0,0.51,0.49,-0.95,-0.4774918434139024,-5.353583441894494,1.2459950160199358,-0.15623855163284076,3.51,21.24583333333333
HD 46375 b,10.0,71.8,3.023573,912.5307146386988,5285.0,0.92,0.91,0.24,0.0,1.253290912664044,0.718,-0.18668607738440932,90.03,46.54
HD 7924 c,2.72,7.86,15.299,583.6,5075.0,0.83,0.78,-0.15,-0.82433813144573,-0.9119872371492583,1.0623918685121103,-0.16682626816841215,51.18,27.08
G 264-012 c,1.76,3.75,8.0518,387.0,3326.0,0.3,0.3,0.1,-1.3170403007163756,0.47601157683362766,1.2106146694214877,-0.15827880576682107,50.44,19.16
HD 23127 b,13.5,485.32641,1211.17,912.5307146386988,5843.0,1.21,1.49,0.29,0.0,1.5308906754606209,2.662970699588477,-0.07452678863170929,94.01,68.43
HD 233832 b,13.5,565.7374,2058.0,912.5307146386988,4981.0,0.71,0.68,-0.66,0.0,-3.743504817674346,3.1041832647462275,-0.04908368683726168,41.89,66.41
HD 238090 b,2.52,6.89,13.671,469.6,3933.0,0.58,0.57,-0.03,-1.1100352184083626,-0.2457478064374731,1.0849710254472158,-0.16552421144179263,54.04,25.97
HD 30856 b,13.5,491.68301,847.0,912.5307146386988,4895.0,1.17,4.4,-0.06,0.0,-0.4123076641154194,2.6978491632373114,-0.07251547623689128,75.0,68.58
HD 212301 b,14.2,162.0933,2.24571,912.5307146386988,6239.0,1.55,1.16,0.18,0.0,0.9201711973081512,0.8038747272366594,-0.18173399850181549,87.81,42.1
HD 196050 b,12.9,1493.79351,1392.0,912.5307146386988,5879.0,1.27,1.42,0.229,0.0,1.1922189648487969,8.976585000901387,0.2895560685773785,90.91,75.49
HD 215497 c,13.0,111.23994,566.0,912.5307146386988,5113.0,0.92,0.9,0.23,0.0,1.1977709601047284,0.6582244970414202,-0.19013311023590046,90.45,60.88
HD 28254 b,13.0,1207.74795,1333.0,912.5307146386988,5664.0,1.1,1.48,0.06,0.0,0.25393176659636585,7.146437573964497,0.18401821458232506,81.14,71.91
TOI-1227 b,9.572,66.5,27.36397,243.771854739,3072.0,0.17,0.56,0.014262971257932,-1.6759864750332922,-3.3709117781417086e-16,0.7257988327495802,-0.1862363474555835,68.27,65.45
TOI-500 d,6.35,33.12,26.233,912.5307146386988,4440.0,0.74,0.68,0.12,0.0,0.5870514819522584,0.8213776427552855,-0.18072466990057587,83.96,48.3
K2-400 b,1.163,1.67,3.865053,912.5307146386988,3578.0,0.37,0.38,-0.051,0.0,-0.3623397068120355,1.2346874725060235,-0.1568906159741334,39.93,14.43
DMPP-3 A b,1.41,2.58,6.6732,854.0,5138.0,0.87,0.91,0.18,-0.1466846900887488,0.9201711973081512,1.2977214425833712,-0.15325567933851714,55.04,16.09
HD 13808 b,3.35,11.2,14.1815,912.5307146386988,5035.0,0.77,0.78,-0.21,0.0,-1.245106952505151,0.9979950991312097,-0.17053979241495307,55.33,32.81
HD 4208 b,13.9,257.4423,832.97,912.5307146386988,5717.0,0.88,0.85,-0.28,0.0,-1.6337466204203592,1.3324481134516846,-0.15125312027366172,61.99,66.64
GJ 876 d,2.51,6.83,1.93778,912.5307146386988,3293.74,0.32,0.3,0.213,0.0,1.1033870407538922,1.0841097760353011,-0.16557387651978042,70.44,24.82
nu Oct A b,13.3,762.78818,417.0,912.5307146386988,4860.0,1.61,5.81,0.18,0.0,0.9201711973081512,4.312217649386624,0.020579201862676262,87.31,66.72
HD 69830 b,3.17,10.2,8.667,912.5307146386988,5385.0,0.86,0.89,-0.05,0.0,-0.356787711556104,1.0150364716536138,-0.16955707929650504,63.07,30.98
HD 180053 b,13.3,697.31902,213.72,912.5307146386988,5131.0,1.75,4.06,0.25,0.0,1.3088108652233592,3.942105376222511,-0.0007638082533707614,91.55,67.45
WTS-2 b,15.278,355.9696,1.0187068,2000.0,5000.0,0.82,0.75,0.2,2.7253228683250845,1.0312111024267823,1.525035309724536,-0.14014732677178018,90.11,41.03
HAT-P-18 b,11.153,62.61,5.508023,852.0,4803.0,0.77,0.75,0.1,-0.15169691968458446,0.47601157683362766,0.5033386725070781,-0.19906480464205417,83.04,40.83
TOI-4145 A b,13.305,136.66622,4.0664428,1074.0,5281.0,0.91,0.86,0.168,0.40466056545317386,0.8535472542369728,0.772025108033263,-0.18357064860541505,87.45,40.43
CoRoT-1 b,16.7,327.35,1.5089557,1898.0,5950.0,0.95,1.11,-0.3,2.469699158937466,-1.74478652553899,1.173760263903331,-0.16040406344355346,61.8,40.56
K2-331 c,2.72,7.85,22.996591,673.0,5994.0,1.1,1.06,0.08,-0.6002914685118761,0.3649716717149967,1.0610402249134945,-0.1669042124709664,64.22,27.74
GJ 667 C g,1.99,4.6,256.2,912.5307146386988,3350.0,0.33,,-0.55,0.0,-3.1327853395218765,1.161586828615439,-0.1611060605707369,21.49,38.2
HATS-68 b,13.809,410.0007,3.5862202,1741.0,6147.0,1.35,1.75,0.21,2.0762391356643666,1.0867310549860976,2.1501073260948576,-0.10410172835215108,90.77,42.01
HD 134606 f,2.24,5.63,26.915,912.5307146386988,5576.0,1.05,1.16,0.343,0.0,1.8251464240249928,1.122050382653061,-0.1633859816306727,74.44,23.63
HATS-17 b,8.709,425.25654,16.254611,814.0,5846.0,1.13,1.09,0.3,-0.246929282005462,1.5864106280199364,5.606791680179124,0.09523251286737383,92.07,45.95
K2-358 b,2.68,7.65,11.2510285,888.0,5650.0,0.93,0.91,-0.07,-0.06147678695954256,-0.4678276166747349,1.0651035865448877,-0.1666698933881039,57.1,26.69
HD 181342 b,13.2,807.2882,564.1,912.5307146386988,4945.0,1.69,4.71,0.26,0.0,1.3643308177826747,4.633196740128558,0.03908888251222069,92.22,69.14
HD 181433 b,2.4,6.3566,9.3743,912.5307146386988,4918.0,0.63,0.79,0.38,0.0,2.03057024849446,1.103576388888889,-0.16445130873377495,78.33,23.84
HD 187123 c,13.4,632.46,3810.0,912.5307146386988,5790.0,1.04,1.15,0.09,0.0,0.42049162427431214,3.522276676319893,-0.02497378138510551,82.95,69.34
K2-407 c,1.36,2.42,9.22453,912.5307146386988,5563.0,0.88,0.93,0.014,0.0,-0.0014600151764851482,1.308391003460207,-0.15264040510353624,45.84,15.93
HD 73526 b,13.1,978.9164,188.3,912.5307146386988,5601.0,1.14,1.53,0.22,0.0,1.142251007545413,5.70430860672455,0.10085595445700725,90.22,70.51
TOI-406 c,1.32,2.08,3.307441,584.0,3392.0,0.41,0.41,-0.02,-0.823335685526563,-0.19022785387815766,1.1937557392102849,-0.15925099810988308,40.74,15.63
K2-354 b,1.56,3.05,3.793306,543.0,3669.0,0.43,0.41,-0.04,-0.9260863922411939,-0.30126775899678854,1.2532873109796183,-0.1558180318706531,42.15,17.43
WASP-183 b,16.477,159.55066,4.1117771,1111.0,5440.0,0.78,0.89,-0.31,0.4973868129761336,-1.8003064780983056,0.5876819088524857,-0.19420104119224832,61.8,40.65
bet Pic b,18.495,3727.80939,8617.50952,1612.0,8038.68,1.8,1.54,-0.21,1.7529503267329665,-1.245106952505151,10.89795541067082,0.4003544156351616,67.12,72.73
PDS 70 c,22.866,635.66,,995.0,3972.0,0.76,1.06,-0.11,0.20667749641766528,-0.6899074269119966,1.2157505794983408,-0.15798263676980762,72.82,47.33
2MASS J12073346-3932539 b,12.9,1589.15,,1250.0,2825.0,0.02,0.22,0.014262971257932,0.845736769886712,-3.3709117781417086e-16,9.549606393846524,0.322600099465045,79.24,51.52
HD 202772 A b,17.318,323.23311,3.308958,2132.0,6272.0,1.72,2.59,0.3,3.056130021650238,1.5864106280199364,1.0777558037106771,-0.16594028667538585,95.76,40.25
K2-148 d,1.64,3.33,9.7579,912.5307146386988,4079.0,0.65,0.63,-0.11,0.0,-0.6899074269119966,1.238102320047591,-0.15669369430763105,41.79,17.41
GJ 876 e,3.92,14.6,124.26,912.5307146386988,3271.0,0.32,0.3,0.213,0.0,1.1033870407538922,0.9501249479383592,-0.17330028752750687,82.2,37.71
CoRoT-20 b,9.416,1366.669,9.24285,1024.0,4947.5,1.14,1.37,0.14,0.27935482555728236,0.6980913870708896,15.41453555437012,0.6608089389958808,86.03,58.38
HD 63433 c,2.582,17.2,20.543847,622.305801154,5688.0,1.0,0.92,0.079,-0.7273369504084255,0.3594196764590652,2.5799778121908155,-0.07931268243670293,61.13,43.93
K2-268 e,1.33,2.33,6.131243,801.0,5106.0,0.84,0.78,0.03,-0.2795087743783938,0.08737190891841955,1.317202781389564,-0.15213226236112243,45.91,16.0
NGTS-25 b,11.467,203.09235,2.823093,1101.0,5321.0,0.91,0.86,0.12,0.4723256649969553,0.5870514819522584,1.5445214350499823,-0.13902363377346896,85.04,41.03
EPIC 201427007 b,1.5,2.86,0.72091,912.5307146386988,5633.0,0.93,0.94,-0.053,0.0,-0.3734436973238986,1.271111111111111,-0.15479019903695462,44.13,16.29
TOI-1064 c,2.651,2.5,12.226574,634.0,4734.0,0.75,0.73,0.05,-0.6980299456306714,0.19841181403705044,0.3557300498406258,-0.20757684964897274,60.9,16.35
HD 125612 b,13.2,945.22168,557.69994,912.5307146386988,5900.0,1.05,1.07,0.23,0.0,1.1977709601047284,5.424825987144169,0.08473922229363362,91.22,68.6
K2-111 c,3.33,11.08,15.6805,912.5307146386988,5775.0,0.84,1.25,-0.46,0.0,-2.633105766488037,0.999197395593792,-0.17047046041106137,38.79,32.08
K2-165 c,1.554,3.03,4.382745,912.5307146386988,5185.0,0.83,0.8,-0.05,0.0,-0.356787711556104,1.2547020269027989,-0.15573645041970138,44.99,17.11
HD 205739 b,13.6,435.41,279.8,912.5307146386988,6176.0,1.22,1.33,0.19,0.0,0.9756911498674666,2.354076557093426,-0.09233957487545602,87.99,66.79
HD 20868 b,13.7,397.2875,380.85001,912.5307146386988,4802.0,0.39,0.76,0.05,0.0,0.19841181403705044,2.1167217219883856,-0.10602695304163015,80.79,63.44
HD 211810 b,14.0,212.9461,1558.0,912.5307146386988,5652.0,1.03,1.13,0.17,0.0,0.8646512447488358,1.086459693877551,-0.16543836542243084,87.03,66.39
Kepler-1293 b,0.97,0.871,5.57654784,1183.0,6241.0,1.18,1.28,0.0,0.6778270784262174,-0.07918794875952677,0.9257094271442236,-0.17470824058683904,41.91,12.77
Kepler-238 c,2.39,6.3,6.155557,1146.0,5751.0,1.23,1.43,0.34,0.5851008309032576,1.8084904382571982,1.1029218676143624,-0.16448905256232718,76.74,23.43
Kepler-382 c,1.59,3.15,12.162701,882.0,5600.0,1.0,0.95,0.082,-0.07651347574704954,0.37607566222685984,1.2459950160199358,-0.15623855163284076,51.99,17.77
Kepler-364 b,1.55,3.02,25.745718,753.0,6108.0,1.08,1.28,-0.031,-0.39980228467844964,-0.25129980169340466,1.2570239334027054,-0.15560255463318137,44.98,18.38
TOI-3919 b,12.319,1233.17422,7.433234,1198.0,6100.0,1.21,1.32,0.175,0.7154188003949848,0.8924112210284935,8.125938415762473,0.24050241651502072,87.73,49.14
KIC 9663113 b,4.6,19.2,572.3847,264.0,6065.0,0.98,1.03,-0.28,-1.6252924208602686,-1.6337466204203592,0.9073724007561438,-0.1757656692863879,52.05,60.43
Kepler-104 c,3.13,7.14431,23.668205,668.0,5711.0,0.82,1.35,-0.42,-0.6128220425014652,-2.4110259562507754,0.7292419030509651,-0.18603779828658545,40.09,26.69
Kepler-1046 b,1.71,3.57,14.37508035,786.0,5913.0,1.04,1.04,0.0,-0.31710049634716125,-0.07918794875952677,1.220888478506207,-0.1576863530784762,48.61,18.79
Kepler-1385 b,0.85,0.543,2.88879862,1423.0,5732.0,1.15,1.29,0.41,1.2792946299264967,2.197130106172406,0.7515570934256057,-0.1847509635382109,63.63,12.79
Kepler-1304 b,2.29,5.86,16.1288853,715.0,5259.0,0.85,0.81,-0.05,-0.4950346469993272,-0.356787711556104,1.1174462729543675,-0.16365148366073112,52.2,22.89
4 UMa b,12.6,2511.48007,270.27,912.5307146386988,4415.0,1.23,18.11,-0.25,0.0,-1.4671867627424129,15.819350403124211,0.6841531186909257,63.27,83.22
HD 21411 b,9.52,65.9,84.288,912.5307146386988,5605.0,0.89,0.83,-0.265,0.0,-1.550466691581386,0.7271290869288893,-0.18615963660197365,63.07,52.51
K2-348 b,3.26,10.7,4.688418,908.0,5077.0,0.83,0.85,0.13,-0.011354491001185954,0.642571434511574,1.0068124506003238,-0.1700313282670522,73.67,31.77
TOI-3837 b,10.873,187.51876,11.88865,1178.0,5905.0,0.89,1.2,-0.26,0.6652965044366282,-1.5227067153017284,1.5861561755498417,-0.13662271180438457,63.89,41.51
TOI-561 d,2.615,13.33,25.71268,600.0,5342.0,0.81,0.84,-0.4,-0.7832378487598777,-2.2999860511321444,1.9493362678180373,-0.11567945500027979,39.32,38.74
EPIC 212587672 c,2.32,5.99,23.228555,658.0,6004.0,0.99,0.98,-0.18,-0.6378831904806435,-1.0785470948272047,1.1128864447086804,-0.16391443214266913,45.09,24.05
HD 73526 c,13.3,715.09,379.1,912.5307146386988,5633.0,1.01,1.53,0.232,0.0,1.2088749506165917,4.04256882808525,0.005029548586889116,91.05,68.04
